popularity,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_profit
0,Fired Up!,Nicholas D'Agosto|Eric Christian Olsen|Sarah Roemer|Molly Sims|Danneel Ackles,Will Gluck,cheerleading|aftercreditsstinger|duringcreditsstinger,90,Comedy|Romance,"Screen Gems|Moving Pictures, DPI",103,5,2009,20328008,18904135,-1423873
0,Cherrybomb,Rupert Grint|Robert Sheehan|Kimberley Nixon|James Nesbitt,Lisa Barros D'Sa|Glenn Leyburn,independent film|woman director,86,Drama|Romance|Thriller,Generator Entertainment,24,5,2009,0,0,0
0,My One and Only,RenÃ©e Zellweger|Logan Lerman|Kevin Bacon|Troy Garity|David Koechner,Richard Loncraine,film producer|saint louis|road trip|independent film|movie studio,108,Comedy|Drama,Herrick Entertainment,25,6,2009,0,2520203,2520203
0,The Firm,Paul Anderson|Calum MacNab|Daniel Mays|Doug Allen|Joe Jackson,Nick Love,bullying|hooligan|soccer|based on film,90,Drama,Vertigo Films,13,6,2009,0,0,0
0,Serious Moonlight,Meg Ryan|Timothy Hutton|Kristen Bell|Justin Long|Andy Ostroy,Cheryl Hines,staatsanwÃ¤ltin|marriage|black comedy|duct tape|woman director,84,Action|Comedy|Romance,Magnolia Pictures|Night and Day Pictures|All For A Films,28,5,2009,0,0,0
0,Wanted,Salman Khan|Ayesha Takia|Mahesh Manjrekar|Prakash Raj|Vinod Khanna,Prabhu Deva,gang war,129,Action|Comedy|Crime|Thriller,Sahara One Motion Pictures,18,4,2009,76,136,60
0,World's Greatest Dad,Robin Williams|Alexie Gilmore|Daryl Sabara|Geoff Pierson|Henry Simmons,Bobcat Goldthwait,male nudity|poetry|adolescence|lie|nudity,99,Comedy|Romance,Magnolia Pictures|Jerkschool Productions,67,6,2009,10164004,300600,-9863404
0,Road Trip: Beer Pong,DJ Qualls|Preston Jones|Julianna Guill|Mary Cobb|Kaira Akita,Steve Rash,trip|beer,96,Comedy,Paramount Famous Productions,39,5,2009,0,0,0
0,The Girlfriend Experience,Sasha Grey|Chris Santos|Peter Zizzo|Timothy J. Cox|Timothy Davis,Steven Soderbergh,infidelity|economy|client|hooker|independent film,77,Comedy|Drama,2929 Productions|Magnolia Pictures|Extension 765,41,5,2009,1727880,1024493,-703387
0,Night of the Demons,Edward Furlong|Shannon Elizabeth|Monica Keena|Diora Baird|Michael Copon,Adam Gierasch,halloween|halloween party|demon|faked death,93,Horror,Seven Arts Pictures|Project 8 Films|Cold Fusion Media Group|Parallel Media|Voodoo Production Services,19,4,2009,10164004,0,-10164004
0,Wuthering Heights,Tom Hardy|Charlotte Riley|Andrew Lincoln|Sarah Lancashire|Burn Gorman,Coky Giedroyc,woman director,142,Drama,,21,7,2009,0,0,0
0,Transylmania,Oren Skoog|Joshua Miller|Patrick Casey|Jennifer Lyons|Tony Denman,David Hillenbrand|Scott Hillenbrand,,92,Comedy|Horror,Film Rock|Hill & Brand Entertainment,11,3,2009,0,268269,268269
0,Damage,Steve Austin|Lynda Boyd|Laura Vandervoort|Walton Goggins|William B. Davis,Jeff King,ex-detainee|paternity|fistfight,102,Action|Thriller,"Insight Film Studios|Nasser Group, North|NGN Fighter Productions",15,5,2009,0,0,0
0,Summer's Blood,Ashley Greene|Peter Mooney|Barbara Niven|Stephen McHattie|Peter Michael Dillon,Lee Demarbre,date|prostitute|sex|sheriff|secret,91,Horror|Thriller,Lionsgate|Zed Filmworks,13,4,2009,0,0,0
0,Cold Souls,Paul Giamatti|Emily Watson|Dina Korzun|David Strathairn|Katheryn Winnick,Sophie Barthes,soul selling|woman director,101,Fantasy|Drama|Comedy|Science Fiction,Journeyman Pictures|Winner Arts|Touchy Feely Films|Memento Films Production|Arte France CinÃ©ma,17,6,2009,0,0,0
0,Into the Blue 2: The Reef,Chris Carmack|Laura Vandervoort|Audrina Patridge|Marsha Thomason|David Anders,Stephen Herek,chance,92,Action,Mandalay Pictures|Brookwell-McNamara Entertainment|MGM Home Entertainment|Metro-Goldwyn-Mayer (MGM),21,5,2009,0,0,0
0,A Dangerous Man,Steven Seagal|Mike Dopud|Hugo Steele|Byron Mann|Jesse Hutch,Keoni Waxman,,94,Action|Adventure|Thriller,My Own Worst Enemy,19,4,2009,6606602,0,-6606602
0,When You're Strange,Johnny Depp|John Densmore|Robby Krieger|Ray Manzarek|Jim Morrison,Tom DiCillo,the doors|gang|rock band,86,Documentary|Music,Wolf Films|Strange Pictures,29,7,2009,0,0,0
0,The Lodger,Alfred Molina|Hope Davis|Shane West|Donal Logue|Philip Baker Hall,David Ondaatje,,96,Horror|Mystery|Thriller,Merchant Pacific Corporation,19,5,2009,0,0,0
0,Dark Country,Thomas Jane|Ron Perlman|Lauren German|Chris Browning|Con Schell,Thomas Jane,suspense,88,Horror|Thriller,Hyde Park Films,14,5,2009,0,0,0
0,Leningrad,Gabriel Byrne|Mira Sorvino|Armin Mueller-Stahl|Alexander Beyer|Christian Berkel,Aleksandr Buravsky,journalist|world war ii|wolf's lair|st. petersburg|restaurant critic,120,War|Drama,Channel One Russia|KoBura Film|Ministerstvo kultury Rossiyskoy Federatsii|Studiya dokumental'nykh fil'mov Sankt-Peterburga|Kinokompaniya Non-Stop Prodakshn,17,5,2009,0,0,0
0,The Phantom,Ryan Carnes|Sandrine Holt|Jean Marchand|Cameron Goodman|Isabella Rossellini,Paolo Barzman,,176,Science Fiction|Action,Muse Entertainment Enterprises|Syfy|RHI Entertainment,11,4,2009,0,0,0
0,Hulk vs. Thor,Graham McTavish|Fred Tatasciore|Matthew Wolf|Jay Brazeau|Grey Griffin,Sam Liu,marvel comic|superhero|hulk|norse mythology|superhuman strength,41,Action|Animation|Fantasy|Science Fiction,Marvel Studios,38,6,2009,0,0,0
0,12 Men of Christmas,Kristin Chenoweth|Josh Hopkins|Anna Chlumsky|Erin Dilly|Stephen Huszar,Arlene Sanford,montana|sister sister relationship|rocky mountains|underwear|calendar,95,Comedy|Romance,Lisa Demberg Productions|Fox Television Studios|Lifetime Television,12,5,2009,0,0,0
0,Under the Sea 3D,Jim Carrey,Howard Hall,sea|australia|underwater|imax|south pacific,41,Documentary,Warner Bros.|Imax Filmed Entertainment|Howard Hall Productions,13,6,2009,0,0,0
0,Into the Storm,Brendan Gleeson|Iain Glen|James D'Arcy|Janet McTeer|Robert Pugh,Thaddeus O'Sullivan,england|world war ii|prime minister|political negotiations,100,Drama|History|Foreign,,13,5,2009,0,0,0
0,Frequently Asked Questions About Time Travel,Chris O'Dowd|Dean Lennox Kelly|Anna Faris|Meredith MacNeill|Marc Wootton,Gareth Carrivick,time travel|pub,83,Drama|Comedy|Science Fiction|Romance,BBC Films|Dog Lamp Films|HBO Films,80,7,2009,0,0,0
0,De helaasheid der dingen,Kenneth Vanbaeden|Valentijn Dhaenens|Koen De Graeve|Wouter Hendrickx|Johan Heldenbergh,Felix Van Groeningen,male nudity|big family|alcoholism|men in underwear|uncle nephew relationship,108,Drama|Comedy,menuet,32,7,2009,0,0,0
0,Post Grad,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,career|family|unemployment|woman director|graduation speech,89,Comedy,Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company|Fox Atomic,63,5,2009,15246006,6510293,-8735713
0,Grace,Jordan Ladd|Samantha Ferris|Gabrielle Rose|Stephen Park|Serge Houde,Paul Solet,,94,Horror|Thriller,ArieScope Pictures|Dark Eye Entertainment|Leomax Entertainment,21,4,2009,5082002,0,-5082002
0,Paper Heart,Michael Cera|Charlyne Yi|Jake Johnson|Gill Summers|Martin Starr,Nicholas Jasenovec,love|independent film|aftercreditsstinger,88,Comedy|Drama|Romance,,17,5,2009,1016400,1318241,301841
0,Across the Hall,Mike Vogel|Brittany Murphy|Danny Pino|Brad Greenquist|Arie Verveen,Alex Merkin,hotel|neo-noir,93,Thriller|Mystery|Romance,Godfather Entertainment,15,6,2009,0,0,0
0,The Marine 2,"Michael Rooker|Temuera Morrison|Lara Cox|Ted DiBiase, Jr.|Able Wanamakok",Roel ReinÃ©,sequel,95,Action|Adventure|Drama|Thriller,20th Century Fox|WWE Studios,23,4,2009,0,0,0
0,Ben 10: Alien Swarm,Ryan Kelley|Galadriel Stineman|Nathan Keyes|Alyssa Diaz|Herbert Siguenza,Alex Winter,,69,Adventure,Cartoon Network Studios|Trouper Productions,23,4,2009,40656017,0,-40656017
0,Doghouse,Stephen Graham|Danny Dyer|Noel Clarke|Emil Marwa|Lee Ingleby,Jake West,zombies|virus|drinking weekend,89,Comedy|Horror,Carnaby International|Hanover Films|Molinare Studios,46,5,2009,0,0,0
0,The Hills Run Red,Sophie Monk|William Sadler|Tad Hilgenbrink|Janet Montgomery|Mike Straub,Dave Parker,movie in movie|slasher,81,Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique,29,4,2009,0,0,0
0,Looking for Eric,Eric Cantona|Steve Evets|Stephanie Bishop|John Henshaw|Gerard Kearns,Ken Loach,ex-lover|independent film|social satire|soccer,119,Comedy|Drama,Diaphana Films,35,6,2009,0,0,0
0,Taking Woodstock,Demetri Martin|Imelda Staunton|Henry Goodman|Liev Schreiber|Jonathan Groff,Ang Lee,music festival|independent film|catskills|dog tags,120,Music|Comedy|Drama,Focus Features,66,5,2009,0,0,0
0,George & A.J.,Steve Purcell|Jason Topolski|Bob Peterson,Josh Cooley,pixar animated short,4,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,15,5,2009,0,0,0
0,The Terminators,Jeremy London|A Martinez|Paul Logan|Lauren Walsh|Stephen Blackehart,Xavier S. Puslowski,cyborg,89,Action|Horror|Science Fiction,,14,3,2009,0,0,0
0,Taking Chance,Kevin Bacon|Tom Aldredge|Nicholas Art|Blanche Baker|Guy Boyd,Ross Katz,war crimes|warlord|war victim|military,77,Drama|History|War,Motion Picture Corporation of America,17,6,2009,0,0,0
0,Notorious,Jamal Woolard|Derek Luke|Naturi Naughton|Antonique Smith|Angela Bassett,"George Tillman, Jr.",musical|rap music|boom box|rapping|crack addict,122,Drama|Music,Fox Searchlight Pictures,85,6,2009,0,43757611,43757611
0,The Loved Ones,Xavier Samuel|Jessica McNamee|Robin McLeavy|Victoria Thaine|John Brumpton,Sean Byrne,killing|high school|female killer|revenge|prom,84,Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria,99,6,2009,0,0,0
0,Everybody's Fine,Robert De Niro|Drew Barrymore|Kate Beckinsale|Sam Rockwell|Melissa Leo,Kirk Jones,family relationships|doctor|retired|visit|widower,99,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,148,6,2009,21344409,0,-21344409
0,Bionicle: The Legend Reborn,Jeff Bennett|Dee Bradley Baker|Jim Cummings|Michael Dorn|Mark Famiglietti,Mark Baldo,,80,Action|Adventure|Animation|Family|Science Fiction,LEGO|Threshold Animation Studios|Tinseltown Toons,17,4,2009,0,0,0
0,ZMD: Zombies of Mass Destruction,Janette Armand|Doug Fahl|Cooper Hopkins|Bill Johns|Russell Hodgkinson,Kevin Hamedani,racist|religion,92,Horror,Splendid Film,14,3,2009,0,0,0
0,Crazy Heart,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell|Robert Duvall|Paul Herman,Scott Cooper,taxi|country music|journalist|guitar|bar,112,Drama|Music|Romance,Fox Searchlight Pictures|Butcher's Run Films|Informant Media,126,6,2009,7114803,40109639,32994836
0,The Three Investigators and the Secret of Terror Castle,Cameron Monaghan|James Faulkner|Jonathan Pienaar|Axel Milberg|Julia Bremermann,Florian Baxmeyer,private detective,97,Mystery|Adventure|Family,Industrial Development Corporation of South Africa|Studio Hamburg International Production (SHIP)|Saltire Entertainment|Two Oceans Production (TOP),11,5,2009,0,0,0
0,Tormented,Alex Pettyfer|April Pearson|Dimitri Leonidas|Calvin Dean|Tuppence Middleton,Jon Wright,suicide|drowning|bullying|swimming pool|revenge,91,Comedy|Horror,BBC Films|Screen West Midlands|PathÃ©|Forward Films|Slingshot Productions,15,4,2009,0,0,0
0,"The Goods: Live Hard, Sell Hard",Jeremy Piven|Ving Rhames|James Brolin|David Koechner|Kathryn Hahn,Neal Brennan,duringcreditsstinger,90,Comedy,Paramount Vantage|Kevin Messick Productions|Gary Sanchez Productions,35,5,2009,10164004,0,-10164004
0,Triage,Colin Farrell|Paz Vega|Christopher Lee|Kelly Reilly|Jamie Sives,Danis TanoviÄ‡,,99,Drama|Thriller|Mystery,Aramid Entertainment Fund|Irish Film Board|Tornasol Films|Asap films|Parallel Film Productions,23,6,2009,0,0,0
0,Ricky,Sergi LÃ³pez|Alexandra Lamy|MÃ©lusine Mayance|Arthur Peyret|AndrÃ© Wilms,FranÃ§ois Ozon,,90,Fantasy|Drama|Science Fiction|Foreign,Eurowide Film Production,17,5,2009,0,0,0
0,Stolen Lives,Jon Hamm|Josh Lucas|Rhona Mitra|James Van Der Beek|Jessica Chastain,Anders Anderson,loss of child|grieving widower,97,Crime|Drama|Mystery|Thriller,Capitol Films|Boy in the Box|2 Bridges Productions|A2 Entertainment Group,12,6,2009,2032800,7425,-2025375
0,I Hate Valentine's Day,Nia Vardalos|John Corbett|Jason Mantzoukas|Judah Friedlander|Zoe Kazan,Nia Vardalos,woman director,98,Comedy|Romance,I Hate Vday Productions|ICB Entertainment Finance|My Bench Productions,45,4,2009,0,0,0
0,Driven To Kill,Steven Seagal|Dmitry Chepovetsky|Igor Jijikine|Robert Wisden|Inna Korobkina,Jeff King,,98,Action|Adventure|Thriller,Steamroller Productions,12,4,2009,10164004,0,-10164004
0,"Give 'em Hell, Malone",Thomas Jane|Ving Rhames|Elsa Pataky|Doug Hutchison|Leland Orser,Russell Mulcahy,shootout|hoodlum,96,Action|Crime|Mystery|Thriller,North by Northwest Entertainment|Martini Films|Hannibal Pictures,13,6,2009,15246006,0,-15246006
0,The Courageous Heart of Irena Sendler,Anna Paquin|Marcia Gay Harden|Goran Visnjic|Nathaniel Parker|Steve Speirs,John Kent Harrison,holocaust|world war ii|biography|nazi germany,95,Drama|War,Jeff Most Productions|Columbia Broadcasting System (CBS)|Hallmark Hall of Fame Productions|Baltmedia|K&K Selekt,13,6,2009,0,0,0
0,The Jerk Theory,Josh Henderson|Tom Arnold|Jenna Dewan|Lauren Storm|Kellie Cockrell,Scott S. Anderson,high school|singer|dating|american football player,93,Comedy,PolarStar Entertainment|Polarstar Pictures,22,5,2009,0,0,0
0,Jusqu'Ã  toi,MÃ©lanie Laurent|Justin Bartha|Billy Boyd|Jessica ParÃ©|Yvon Back,Jennifer DevoldÃ¨re,woman director,81,Comedy|Romance|Family,Quad Productions,11,4,2009,0,0,0
0,Perrierâ€™s Bounty,Cillian Murphy|Brendan Gleeson|Jim Broadbent|Padraic Delaney|Natalie Britton,Ian Fitzgibbon,suspense,88,Action|Comedy|Crime|Drama,Premiere Picture|Irish Film Board|Parallel Film Productions,11,4,2009,0,0,0
0,Alabama Moon,John Goodman|Jimmy Bennett|Clint Howard|Gabriel Basso|Uriah Shelton,Tim McCanlies,wilderness|boy|best friend,99,Action|Adventure|Drama|Family,Alabama Moon Entertainment|Faulkner-McLean Entertainment,11,6,2009,0,0,0
0,Humpday,Mark Duplass|Joshua Leonard|Alycia Delmore|Lynn Shelton|Trina Willard,Lynn Shelton,independent film|woman director,94,Comedy,Magnolia Pictures,10,5,2009,0,0,0
0,The Haunted World of El Superbeasto,Rosario Dawson|Danny Trejo|Sheri Moon Zombie|Paul Giamatti|Cassandra Peterson,Rob Zombie,female nudity|monster|hero|nudity|halloween,77,Animation|Horror|Action|Comedy,Film Roman Productions|Anchor Bay Films|Spectacle Entertainment Group|Carbunkle Cartoons,18,6,2009,0,0,0
0,Not Forgotten,Simon Baker|Paz Vega|ChloÃ« Grace Moretz|Claire Forlani|Michael DeLorenzo,Dror Soref,thriller|kidnapping,100,Crime|Horror|Mystery|Thriller,Skyline Pictures,15,5,2009,0,0,0
0,The Six Wives of Henry Lefay,Elisha Cuthbert|Tim Allen|Jenna Elfman|Andie MacDowell|Lindsay Sloane,Howard Michael Gould,mexico|sailing|funeral|wife|daughter,95,Comedy,Brillstein-Grey Entertainment,11,6,2009,0,0,0
0,Tetsuo: The Bullet Man,Eric Bossick|Akiko MonÃ´|YÃ»ko Nakamura|Stephen Sarrazin|Tiger Charlie Gerhardt,Shinya Tsukamoto,android|child murderer|sequel|metal|mutilations,71,Foreign|Action|Science Fiction|Thriller|Horror,Asmik Ace Entertainment,11,5,2009,0,0,0
0,TiMER,Emma Caulfield|Michelle Borth|John Patrick Amedori|Desmond Harrington|JoBeth Williams,Jac Schaeffer,arranged marriage|failure|near future|woman director,99,Fantasy|Drama|Comedy|Science Fiction|Romance,Present Pictures,60,5,2009,0,0,0
0,The September Issue,Anna Wintour|Hamish Bowles|Grace Coddington|Tonne Goodman,R. J. Cutler,fashion|month in title,90,Documentary,,25,7,2009,0,0,0
0,Feast III: The Happy Finish,Jenny Wade|Martin Klebba|Carl Anthony Payne II|Juan Longoria GarcÃ­a|Diane Ayala Goldner,John Gulager,,79,Horror|Action|Comedy,Neo Art & Logic,15,4,2009,0,0,0
0,Like Dandelion Dust,Mira Sorvino|Barry Pepper|Cole Hauser|Kate Levering,Jon Gunn,based on novel|independent film,100,Drama|Family,,11,7,2009,2541001,358596,-2182405
0,Tellement proches,Vincent Elbaz|Isabelle CarrÃ©|FranÃ§ois-Xavier Demaison|Audrey Dana|Omar Sy,Eric Toledano|Olivier Nakache,,102,Comedy,Quad Productions,37,6,2009,0,0,0
0,Homecoming,Mischa Barton|Jessica Stroup|Matt Long|Michael Landes|Allen Williamson,Morgan J. Freeman,american football|jealousy|secret|small town|obsession,88,Horror|Thriller,Animus Films|Paper Street Films,18,5,2009,1524600,0,-1524600
0,I Hope They Serve Beer in Hell,Matt Czuchry|Jesse Bradford|Marika Dominczyk|Traci Lords|Geoff Stults,Bob Gosse,female nudity|based on novel|stripper|flop|black comedy,106,Comedy|Drama,,11,5,2009,7114803,1452740,-5662063
0,Amreeka,Nisreen Faour|Melkar Muallem|Hiam Abbass|Alia Shawkat|Jenna Kawar,Cherien Dabis,illinois|independent film|white castle|woman director,96,Drama,First Generation Films|Alcina Pictures|Imagenation Abu Dhabi FZ|Buffalo Gal Pictures|Levantine Entertainment,11,6,2009,0,0,0
0,Emma,Romola Garai|Michael Gambon|Jonny Lee Miller|Louise Dylan|Blake Ritson,Jim O'Hanlon,,240,Romance|Comedy|Drama,,17,7,2009,0,0,0
0,Lebanon,Oshri Cohen|Michael Moshonov|Yoav Donat|Itay Tiran|Zohar Strauss,Samuel Maoz,,93,Drama|War,Paralite Productions Ltd.|Israeli Film Fund|Torus|Arte France|Metro Communications,24,6,2009,0,0,0
0,Mega Shark vs Giant Octopus,Lorenzo Lamas|Debbie Gibson|Sean Lawlor|Vic Chao|Jonathan Nation,Jack Perez,,90,Horror|Science Fiction,"Asylum, The",21,4,2009,0,0,0
0,Lascars,Vincent Cassel|Omar Sy|Fred Testot|Diane Kruger|Gilles Lellouche,Emmanuel Klotz|Albert Pereira-Lazaro,,96,Animation|Comedy,BAC Films,38,6,2009,12705005,0,-12705005
0,It Might Get Loud,Jimmy Page|The Edge|Jack White|Link Wray,Davis Guggenheim,claim in title|rock documentary|soda bottle|statement in title|led zeppelin,97,Documentary|Music,,33,7,2009,0,1927343,1927343
0,The Cell 2,Tessie Santiago|Chris Bruno|Frank Whaley|Bart Johnson|Michael Flynn,Tim Iacofano,amnesia|suspense|serial killer|psychic|investigator,94,Horror|Science Fiction|Thriller,New Line Cinema|Silverstein / Barder Company,13,3,2009,0,0,0
0,BrÃ¼no,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford BaÃ±agale,Larry Charles,gay|fame|mockumentary|hollywood|lgbt,83,Comedy,Universal Pictures,288,5,2009,42688818,0,-42688818
0,Wizards of Waverly Place: The Movie,Selena Gomez|Jake T. Austin|David Henrie|Maria Canals-Barrera|David DeLuise,Lev L. Spiro,island|magic|adventure|foreign language|based on tv series,94,Adventure|Comedy|Drama|Family|Fantasy,Disney Channel,177,5,2009,0,0,0
0,Accidents Happen,Geena Davis|Harrison Gilbertson|Harry Cook|Joel Tobeck|Wendy Playfair,Andrew Lancaster,independent film,92,Comedy|Drama|Foreign,Red Carpet Productions,12,6,2009,0,0,0
0,Oscar et la dame Rose,MichÃ¨le Laroque|Amir |Amira Casar|MylÃ¨ne Demongeot|Constance DollÃ©,Eric-Emmanuel Schmitt,,105,Drama,,13,6,2009,0,0,0
0,Command Performance,Dolph Lundgren|Melissa Molinaro|Hristo Shopov|Dave Legeno|Zahary Baharov,Dolph Lundgren,,93,Action|Drama|Thriller,Nu Image Films|Millennium Films|Cat Burglar Productions,12,4,2009,0,0,0
0,Futurama: Into the Wild Green Yonder,Billy West|Katey Sagal|John DiMaggio|Lauren Tom|Phil LaMarr,Peter Avanzino,megaphone|feminism|future|wormhole|alien life-form,90,Animation|Comedy,20th Century Fox Television,78,7,2009,0,0,0
0,Gabriel Iglesias: I'm Not Fat... I'm Fluffy,Gabriel Iglesias,Manny Rodriguez,,60,Comedy,Comedy Central,13,6,2009,0,0,0
0,The King of Fighters,Sean Faris|Maggie Q|Ray Park|Will Yun Lee|David Leitch,Gordon Chan,nurse|prophecy|cia|undercover|mass murder,93,Action|Thriller|Science Fiction,Micott & Basara K.K.|Inferno International|Convergence Entertainment|KOF Film Productions|Scion Films,18,4,2009,12196805,0,-12196805
0,Mystery Team,Donald Glover|Aubrey Plaza|Dominic Dierkes|D.C. Pierson|Matt Walsh,Dan Eckman,detective|cocaine|male friendship|strip club|costume,97,Comedy|Thriller|Mystery,Derrick Comedy Productions|Offhollywood Digital,21,7,2009,0,0,0
0,The Hunt for Gollum,Adrian Webster|Patrick O'Connor|Arin Alldridge|Rita Ramnani|Gareth Brough,Chris Bouchard,middle-earth (tolkien)|the lord of the rings,38,Action|Adventure|Fantasy,,16,5,2009,5082,0,-5082
0,Beautiful,Deborra-Lee Furness|Peta Wilson|Aaron Jeffery|Asher Keddie|Erik Thomson,Dean O'Flaherty,suspense,97,Drama|Mystery|Thriller,Kojo Pictures,10,4,2009,1524600,56918,-1467682
0,Blood Creek,Dominic Purcell|Henry Cavill|Michael Fassbender|Emma Booth|Rainer WinkelvoÃŸ,Joel Schumacher,west virginia|revenge|rifle|occult,90,Horror|Thriller,Gold Circle Films,30,5,2009,0,0,0
